fulfillment_id,order_id,fulfillment_date,fulfillment_method,shipping_carrier,tracking_number,estimated_delivery_date,actual_delivery_date
9de7e4a8-e1d1-49bc-8ef7-b83f12013a80,65adf801-5132-4e56-95d7-07e192692f38,2024-10-10 06:15:37,in-store pickup,"Espinoza, Hill and Johnson",2468ec96-6a59-4e82-9006-e8dfee966adc,2024-10-16,2024-10-30
f7687da5-5b5d-4292-b85a-676df57c8e7c,adfe091e-b570-4d77-b896-f597b4a179d5,2024-09-25 18:45:07,fedex,Terry Inc,4c35bea2-50bb-4bae-b750-69a91cd9803a,2024-10-27,2024-11-01
0e7c04a3-ec8e-4538-bd48-aa9f96696eae,251a0b5c-4b4d-45b0-9d0c-d132db2441e9,2024-09-24 05:25:03,usps,"Alvarado, Atkins and Cunningham",2d676e4b-9f5c-4b10-8579-e446746566af,2024-10-17,2024-11-03
e54f9719-51de-4443-9e86-07d1952bbd86,888f03db-0ee8-4f66-a0db-85cc5cd86e51,2024-10-08 06:46:15,ship to home,"Burke, Horn and Glover",dacf7073-721e-4e44-aac2-399cc66ff32e,2024-10-14,2024-11-03
16bf6ca5-9512-48af-b8de-f4cfb7497b2f,37ca4bed-9ca0-4f0b-91e3-a38ebf317922,2024-10-07 15:40:37,usps,"Evans, Tucker and Thomas",bc5a88e3-fe7b-4ff6-9258-37a554defb4c,2024-10-13,2024-10-28
9dd1e8f2-93bb-47b2-9f33-6a3c4e305b79,6979c7ee-7eb2-4600-b54f-64b2f7a4ad4e,2024-10-09 23:53:10,ship to home,Williams-Medina,27c57876-f219-4db9-b5c9-a37b450e60fd,2024-11-06,2024-10-20
6d0d81f5-5c09-418b-9818-7c97dff9f1d0,3e91754c-60f2-49f1-9372-96370e7f39d9,2024-10-01 09:24:40,ship to home,Jimenez PLC,3c77e4ac-a253-4e5f-a5fe-c2a4a78761ac,2024-10-24,2024-11-04
d6d99bb1-f5a9-4c9c-bf48-af26ba993888,9cc26cbc-af71-43b1-9741-9dcb03c9709d,2024-09-24 10:52:17,usps,Ryan-Oliver,0c5148ed-6011-4963-8e41-7f4a350fb23d,2024-10-31,2024-10-19
0f08547a-dcbe-4f9b-b311-e399a3d0242e,186f5d4b-a099-4f30-8ef5-4fafc1a6b9c8,2024-09-13 21:52:06,in-store pickup,Smith PLC,e9784f8e-9a3e-4f06-95e3-7e447419c0d4,2024-10-12,2024-11-08
2d77156a-d2c4-48c1-9fc1-7e2c898f1b3e,2f44b529-38c7-48ae-b4eb-df0d5401968f,2024-09-29 03:29:55,usps,"Nielsen, Williams and Green",daa88f3b-b8d3-49a7-a270-ab4adf8226e6,2024-11-02,2024-11-08
11a10438-2b3e-49a2-83bb-faf2735210b2,e16d8a10-1ae9-4277-8a00-e4f17e92194a,2024-09-12 03:23:04,ups,"Oconnell, Moreno and Williams",43ddc18e-9f25-470f-b4bc-242e511d3cf9,2024-10-15,2024-10-16
f457cc99-506e-4aca-827b-708f2131a99e,15f08225-fd4b-4a27-8b95-dfedf61a998b,2024-10-08 19:42:57,ship to home,Gomez-Downs,2c3bfff7-018a-4044-b38f-4dab276239b2,2024-10-25,2024-10-19
2d6b8d4c-2e28-40ad-a6ad-69287f8603e2,be90ce8c-a67d-419b-87b0-feeab053ba7f,2024-10-05 14:11:11,fedex,Brown Group,ebf1889b-03a5-4503-bb40-eb0fc8e25380,2024-10-16,2024-10-11
4b1eddcc-328b-42d0-8677-f141c2cc0410,10617f4e-22ed-4cea-9f29-2acdea2ada02,2024-09-18 15:30:11,usps,"Erickson, Brooks and Soto",48a99572-4f23-4197-bdb3-ea6eb10bce1a,2024-10-19,2024-10-27
d2cb14d3-9a43-48f4-b9a5-9e1337537b73,018899be-b12c-4ebc-8fa2-15aff567b644,2024-09-18 14:12:30,usps,"Tran, Lang and Goodman",632b22a3-d80a-40a2-9cb7-98be7311e90e,2024-10-14,2024-10-31
1cbc1b38-40e0-4c17-8570-c0d2a24b1976,3e61880b-7015-4c34-a9a3-600da1e5af66,2024-10-02 19:14:20,usps,Day Ltd,67ab9b85-b917-44f6-9f62-3fbd5088f23f,2024-10-13,2024-10-29
d9115449-3310-4398-b243-957fe9664d66,9f0e3906-0534-4759-8225-9e60494ee7ec,2024-09-27 11:24:03,ship to home,Robinson-Jones,abf25fab-965e-4d9f-a7b3-1533009a6073,2024-10-30,2024-10-14
9c4620cf-6a50-40e5-88ee-875a8870fd03,79e0645e-67ae-4e46-b3c4-73179da36282,2024-09-18 17:55:12,usps,Trujillo LLC,d06c689c-86dd-42ac-92d3-8fd6e42840d5,2024-10-17,2024-10-16
76718e3d-9d59-4bc8-b24d-0d45356d54dc,bb09ef9f-f1f9-45b9-804e-0f7505f1eec4,2024-09-28 08:45:34,in-store pickup,"West, Martinez and Lopez",801b7d63-e6e8-4469-9eda-907e701a1e9e,2024-11-01,2024-11-02
e801ed25-edeb-4aa3-8a95-a43f5b437824,2d37d23b-9220-4d49-a933-93245075912e,2024-09-27 13:36:19,usps,Smith-Weaver,0d74e84f-8fb9-4130-ab18-482ada9307e3,2024-10-28,2024-10-24
98ca3908-8997-4ba3-aac5-68004eebc07d,8ea31639-005d-40ee-9048-f0ad4737bde0,2024-09-20 02:45:37,fedex,Brown LLC,5d88d3bb-70c0-40fe-87df-eaa5bc781f77,2024-11-07,2024-10-27
e5896927-867a-4cdb-92be-90575d68d375,19ff2cce-3a12-48cf-928c-48d33df67cef,2024-10-09 09:53:57,usps,"Wright, Reid and Nash",585813ec-02cd-4fa6-9878-17fd4ec51047,2024-11-08,2024-11-01
ef9d782f-f974-4b04-9a28-9b226fa68f74,c775fd39-ccd4-43da-9d2b-d57627763b3e,2024-09-27 19:25:29,fedex,Gomez Group,8025a375-413d-4755-8925-9e76263e8143,2024-10-18,2024-10-14
9848531d-f26d-4680-b613-43df135f193e,7396bffc-24f0-4d89-bb79-b3713ba3ec32,2024-10-01 10:30:02,in-store pickup,"Williamson, Hall and Stone",f58adf0f-2d98-447f-a531-5e8ff68e8194,2024-10-31,2024-10-15
6459bf30-965c-4634-9852-1951887abdba,e6bc3f29-bd93-4903-acca-e013f3803f46,2024-09-27 23:02:14,fedex,"Robertson, Jordan and Hodges",50b8d3ca-9fd3-45a2-9034-68320e8af9c3,2024-10-20,2024-10-21
b0400123-d9da-4719-a7b6-53fe03296c40,b81b2468-080a-4a67-bb7b-6fc31e9a50bc,2024-09-22 14:19:08,ups,Williams-Stewart,68eb0a9a-a98a-47dc-96d8-368d5c664804,2024-10-21,2024-11-07
3d73ed93-488c-439f-9d6a-8960fc4d329f,3465d666-4858-45d0-80af-e9a2104358a4,2024-10-04 16:33:20,in-store pickup,"Davis, Hill and Fisher",ee460cca-8887-46e5-a448-6a950a4661d5,2024-11-05,2024-10-28
56d040ff-ab17-4a8d-bb19-00480053fc57,a627e5ac-ae2a-46bf-a847-ab358f61b1b1,2024-10-04 11:15:16,ups,"Aguilar, Ferguson and Young",c54b4cdd-7948-4ec2-bf43-dbbdeae5689e,2024-10-29,2024-10-22
5383c157-594d-4496-8813-289b846b4828,e099d197-28d4-435f-b238-ab51e69b920a,2024-09-23 19:45:13,in-store pickup,Meadows-Williams,86150cd9-8c4a-406d-b794-095c26f94240,2024-11-02,2024-10-14
b03c6d44-8304-43ff-ba59-817a936d3a71,74e4faaa-1a75-42c7-8111-7b90c7b4c3a8,2024-09-15 07:06:47,ups,Lee LLC,7f56cde2-a1d6-420e-b807-5a510decf8a6,2024-10-30,2024-10-30
8d8396ab-8333-466b-ad20-96326dc26b26,fb891b2e-de89-49ef-9f45-3506f1a6cd93,2024-10-07 09:29:10,ups,Smith PLC,7a1b3e80-b488-44a6-97ce-a41ffeddafb9,2024-11-03,2024-10-28
65ddcfd9-facf-4dd2-a19d-1a54b5c5daf9,452a0a08-a061-403f-8246-59206a1dfbc4,2024-09-30 10:10:39,ship to home,Rivera-Solomon,b598423a-dd25-4891-8bd2-6c83381b869b,2024-10-18,2024-10-12
fc0f3ce7-f80d-4f86-83f8-2b316eb756df,3d713b8a-5f45-4fab-9d12-68adf334e905,2024-09-19 05:36:13,ship to home,Fuller-Randall,05e82cf7-e34d-4149-bf39-36da92e1ff9b,2024-11-04,2024-11-01
1e3ce054-1930-4381-a978-f80c7a05d058,eb98ac49-7c05-4671-89e1-01e0e703e9d7,2024-09-15 14:47:33,usps,Campbell PLC,def6b7d8-06df-4e0f-94a9-d2765c9371f6,2024-10-14,2024-10-10
1de88455-18d3-484c-8e29-0603afbcc230,b09663d7-313c-4994-b233-04e50a82a648,2024-09-13 14:20:46,fedex,"Knox, Flores and Gonzalez",aac9ae4e-111a-4576-ba4d-2a43c5e16c96,2024-11-06,2024-10-14
1ec02acc-2a9b-4d43-90cd-5898c854b22b,b91beb04-d781-4339-a993-c6438a37aed8,2024-10-02 08:18:15,ship to home,Mathis-Smith,c68fa2d5-9ae3-4b94-bd2d-c81de1aafbd0,2024-10-12,2024-10-23
450c15a4-5aca-4569-8f98-f6563ea91e22,048f3f1b-f7fc-4bbc-829b-f7696d695210,2024-10-02 08:11:55,ups,Luna Ltd,218e3b9d-22ed-47cf-b2c2-b24692812a7e,2024-10-21,2024-10-17
37cce274-b5be-4d0c-8571-1811a50e8cde,c4287640-7934-430e-a8db-23a25ab857e4,2024-10-02 02:49:13,ups,Griffith-Stevens,cc9f4831-0688-4452-9ac4-2728ca2b46ed,2024-11-01,2024-10-18
79dfa68b-ffd3-44d9-a8ea-112224a42778,1e95ea62-541f-409f-b2f1-70be1fdfc52a,2024-10-06 05:07:27,usps,Young-Webb,38d6b731-bbfc-4354-9641-9a09c2ab5c5b,2024-10-20,2024-10-11
9e80a69d-b294-4f17-8c7e-b13e1a061ece,8406eb44-d6b7-4326-9ab2-5cbb905d5b39,2024-09-18 13:24:49,fedex,"Arnold, Schneider and Gibson",151c6108-883d-403f-a261-a14b29b03326,2024-11-03,2024-10-19
03d94746-d034-4991-aa95-f8fedb6e1787,26dae4cd-07cf-4849-bb9a-74bc2eb040d1,2024-09-29 08:03:07,usps,Ward-Hawkins,25cb8673-0762-4afa-ae1e-f2efa94d3d90,2024-10-22,2024-10-31
032bb486-2a4b-4d8d-888a-1b5b5f094e6a,e15124ac-5c10-4daf-b512-db495a810b3f,2024-09-12 01:32:07,usps,Lopez-Bowen,a87fdb68-b516-45c2-9bdd-b6502f64884e,2024-10-30,2024-10-15
b28b5819-fb7a-4092-a22c-9d283c2bf44f,16240ab3-11ac-4da4-a4ca-92e23a0262be,2024-10-02 12:44:41,ups,"Allen, Patterson and Brewer",782de4f6-f536-4716-a847-c72756f3c6b9,2024-11-04,2024-11-01
4e76f246-8d72-4d64-ab40-92529945b30c,a7c4f73b-e7c9-4a2c-9eeb-18087aa6d7da,2024-09-20 20:47:51,ups,Adams-Mcconnell,546f7ab7-149c-4fdd-98c7-00726daaeb50,2024-10-30,2024-10-27
57993aa5-c8f2-4471-94c6-93f21131dee3,500ebcb5-d7d7-4c92-8940-70e650256157,2024-09-27 21:46:16,in-store pickup,Pennington-Hall,b122f0e7-9909-46e5-9dec-c31b11b7ed20,2024-10-11,2024-10-28
873050f5-c985-41e2-9d2e-1cd97e50231f,db63040d-4536-4928-a328-456e4d37e96c,2024-09-29 13:24:50,ups,Harris-Smith,cf127ffa-a298-4a7b-8080-dc55f1a47364,2024-11-07,2024-10-12
97735c89-d359-481b-9eae-27fcc7f71ff0,b6d85720-d3e2-4839-99a2-b8a8be675548,2024-09-22 08:48:54,ship to home,Hawkins-Miranda,cc06301d-0bca-4dbf-a975-0134e8cd20c6,2024-11-07,2024-10-11
427cb5d9-fab4-4c60-a159-be1bdfee9e92,c8dc7ee8-c7bd-4bab-b168-34322144c17d,2024-10-01 07:49:26,in-store pickup,"King, Ellis and Gibson",378e3241-74e0-4587-bc6a-bf6520019d80,2024-10-24,2024-10-22
53583d18-a646-4696-b0f9-f4a8c0aafe93,47c7bdab-9de9-4948-82e5-1ade2450eb7f,2024-09-23 20:42:46,fedex,Jordan Group,0c2d94df-fd11-4893-9fcd-5c178fd63958,2024-10-28,2024-11-01
2c8220f7-0426-431a-8b0f-d9bdb0894ece,645fb2a5-85ce-4bf4-a7c1-87ce3a380db9,2024-10-03 16:49:08,in-store pickup,"Wolfe, Lane and Nguyen",e2ec7acd-37a1-4698-a64f-2bd3bb217e86,2024-11-01,2024-10-10
a810fadf-e4b2-4198-9978-e74299c407eb,451ec37a-b085-4986-bbe0-d719d7a5ca46,2024-09-25 19:30:44,ship to home,Holden-Ramirez,f7346d00-cce2-47a0-991d-55cfc301297b,2024-10-22,2024-10-11
5945ed7d-de48-4d8b-b3d8-7ec2ae7204ac,12de25af-7d52-412d-ad7b-56eb4d92ebc7,2024-09-28 16:16:29,fedex,"Castillo, Cortez and Copeland",996de963-ddd5-4fd6-9d62-2ff05ffb9490,2024-11-02,2024-10-15
d20db1f8-82eb-4a9a-ae5d-da54d42c0058,451ec37a-b085-4986-bbe0-d719d7a5ca46,2024-09-18 11:22:58,fedex,"Johnson, Lopez and Murray",1bd2272c-4e29-444e-b2cc-fb0071ac33bc,2024-10-10,2024-10-31
9c2f85d9-d650-40a1-bcec-8e86bf3ce1a9,fb09ddc3-18a9-42a6-843d-cb76916c9762,2024-09-21 02:01:49,ups,Williams Inc,873122f1-840f-4fe5-b993-df48f3f5a936,2024-10-29,2024-10-30
f162e0b2-bf90-4985-9c36-79132aacec0e,38256f26-a2b8-4ad5-b487-120722538fd3,2024-10-03 12:39:59,usps,"Massey, Curtis and Snyder",33d57a84-0fde-4592-a73f-dd580dc42c7d,2024-10-19,2024-10-25
a929a3c1-5901-4a5c-838f-9e0bcae4fdff,7570bedb-362e-4f08-b2b5-67f8c139ba7f,2024-09-25 13:35:32,ship to home,"Miller, Schneider and Stephens",90405f9d-2765-4641-8bad-3d4224f8cd58,2024-10-16,2024-10-14
82ce3b42-6218-4914-8ad3-b22a69fc41e5,a37eed0a-0451-4b79-a7d6-d40c8fc3686e,2024-09-28 06:11:22,fedex,Walker Inc,b683ae10-9f8c-4933-89c1-4774ff4d5e2e,2024-11-03,2024-10-17
e18ebf4f-1489-4a5e-877e-87cff480c001,336d2dc9-7870-4f28-b5b1-b3ca2d771d49,2024-09-20 14:58:06,usps,"Fuller, Joyce and Robinson",6aef8470-198a-4b2f-acd7-35cab7b867bc,2024-10-28,2024-10-17
580b2456-2672-4345-8fe8-81fb85770135,1fa03636-f53f-441e-9dd7-bb3a314800cf,2024-09-22 03:47:07,fedex,Allen Inc,f34c2d5b-dad8-4644-bbbf-a1f937aeff92,2024-11-06,2024-10-10
a08906d2-23f3-4f8f-a3f5-cfc09a62347e,7bc6b88a-835e-4213-bff7-80c107a235e8,2024-09-24 11:22:58,usps,Collins PLC,c6329dc2-7233-473b-8390-9c6b5b14cf02,2024-10-13,2024-10-29
8c4df1cb-b8f5-47f9-b6ea-05205df314b9,6ee13fef-2ae5-46a8-ac9d-90f1d00ddbc3,2024-09-19 22:51:04,in-store pickup,"Silva, Morris and Duran",1ddeecf5-6d73-495b-a103-c7f6be0e1860,2024-10-21,2024-10-12
51a5524a-dbd7-4602-a008-9c2a955b6d41,d1223d92-6cb1-4486-90a9-fb5d3c814a95,2024-09-29 16:19:23,in-store pickup,Sanchez-Walsh,a168f20e-0fdb-4cd0-bd31-1ec70efe5b0f,2024-10-29,2024-10-19
9417830c-fd2e-4e4c-ac4a-76f4bc366eed,798fcbd9-dea3-462b-91d9-ac3725307032,2024-10-04 02:36:25,ups,King LLC,7412bcf8-7efa-4d60-bcd4-5486dc8f38a3,2024-10-15,2024-11-02
243171e2-d090-471c-b9e3-c37be401ee62,39e7cb81-0bdf-420e-88b4-3c2cdc707657,2024-10-05 08:13:12,in-store pickup,Burke Inc,a1243b40-79c1-4540-aa93-32408704137d,2024-11-04,2024-11-06
2793efea-71d4-423a-b322-18fd81032eec,d460e612-7283-499f-92fa-5a31aeeeb80d,2024-10-03 06:30:49,fedex,"Weaver, Singh and Arellano",8b1553a9-65da-48c2-9acc-a7d2d97817bf,2024-10-21,2024-11-05
819f35fe-06cd-4a09-aeeb-c101e20ae994,82115bfa-d16b-4c70-a4fa-0b85e45a8268,2024-09-26 04:07:34,in-store pickup,"Porter, Robinson and Smith",a69a3327-3a48-4301-856e-640db3989e16,2024-10-17,2024-11-02
0845a650-d871-4e13-9f96-bfbbd42d63fa,fba7f335-0e28-48e1-b85d-38edd726fc46,2024-10-05 03:19:51,fedex,"Holloway, Herman and Flores",7aedf6bf-1a07-44a7-b8ce-c2e59e145270,2024-11-01,2024-10-17
734e3cf0-d9c8-456d-adfb-c8447c02ef02,f374f970-926c-4401-b600-6acb3169f34c,2024-09-18 01:32:31,in-store pickup,Johnson Group,ebe41130-2301-405b-a480-2bcb22ac6402,2024-11-06,2024-10-11
f6a28fe0-095f-4574-ab51-b0904ef70e6d,9836371b-5fa3-496e-b5cf-941aef8df7bb,2024-09-21 22:24:50,fedex,Cook-Meyer,4fd7d6dd-f380-42b5-8507-d8e6963ed752,2024-10-24,2024-10-27
724558df-a3ec-4a1d-b740-3bbf71c41b5f,977716cf-8b6b-4cba-9ddf-c9374396459c,2024-09-22 21:03:27,usps,Ward and Sons,e6acaf42-86ed-4590-9d1a-130b74fa6c65,2024-11-05,2024-10-31
137a6cc0-1700-42db-b072-0ffad44c99e4,c543467f-3b14-454e-9064-b9b87d35fba1,2024-09-12 14:26:44,ship to home,"Hernandez, Carpenter and Richard",03183e51-9036-479a-9ccb-428cb139ff91,2024-10-24,2024-10-31
a190ff2f-7142-4fed-84bc-5afe41e6679b,c001f20d-708b-4301-90cf-7e5630fdec7d,2024-10-05 22:51:59,ups,"Zamora, Lambert and Stevens",fc84d067-ffdc-4ad0-97a6-f4d9493986f5,2024-10-25,2024-10-17
226d6729-76cf-4b02-bc32-f00a019f39d9,2f4c465d-964a-46bf-af54-15a5aa11c883,2024-09-14 06:55:57,usps,Miller PLC,a11c3911-b3b2-4675-b923-6978d6e3df2b,2024-10-13,2024-10-27
a4ac1089-b391-46eb-8dc0-6e0541a9292f,b9e8f377-aa4c-460c-b248-eec1cb1f0f29,2024-09-20 16:50:16,usps,"Smith, Howe and Mitchell",027a8866-c776-4bb9-ba42-87d8a69194c6,2024-10-27,2024-10-18
706b5f06-5824-4bc9-beb4-fdeb1d577461,c235e6b7-1a2b-4fec-bc2d-e33271c0df92,2024-09-11 15:39:16,ups,Fischer LLC,90dc47fb-8f0d-428e-b25f-4d335a70da77,2024-10-14,2024-10-15
3e7a6c31-8c29-4344-a7f5-e909ada08483,1ffcc281-4324-41b0-9748-031ad11c0b68,2024-10-03 03:15:11,usps,Krueger-Lopez,2d3d6830-19e9-4f15-aa11-420b4351a0b5,2024-10-20,2024-10-22
92164686-eee0-47ac-8919-475596948179,168a22b0-5840-4837-8d7e-5ce2fe49f164,2024-09-25 08:51:48,usps,Stephens-Brooks,cf1583a2-c136-4e72-bfc2-a005440eeb29,2024-11-01,2024-10-19
08da8584-c786-4ad3-a97e-73dce1adda9c,126c6e38-1fd7-4a84-9ca5-4074ffcddfd2,2024-09-12 08:46:44,in-store pickup,May Ltd,8ae94d51-fd68-4408-af52-f5a6736905d4,2024-11-05,2024-10-31
6ae7f090-5335-4115-8ac9-9f384b51d95b,70c1d869-1e73-4a9d-b4da-7c8fd6716914,2024-10-09 02:49:59,ship to home,"Martinez, Wilson and Parks",f5261bb0-682d-4c7a-aab8-b24b4f6c5cc0,2024-10-30,2024-10-31
8cecb945-7f8c-46d1-a7db-b5d08ea2bfc2,9019b1ec-2b8f-48b4-9321-22c13a65d015,2024-09-15 16:25:17,in-store pickup,"Bautista, Pierce and Brown",106abf74-3f3d-46fa-81e2-f4f1ada9be0b,2024-10-13,2024-10-15
155237bb-3114-47f0-85e2-b341ae7a1556,6c356381-d1c5-4659-9e63-900407661fde,2024-09-15 04:06:01,usps,"Meyers, Cox and Rodriguez",d9fd7246-12fb-4468-8f80-d4511fc22bc4,2024-11-06,2024-10-11
b23beec5-74e7-4f7b-a507-40234a384626,84ce3590-0a0a-4838-8137-2160226af6c4,2024-09-30 19:35:49,ups,Moore-Gilbert,28ff057f-9568-4140-99d9-a0a88d6a5457,2024-11-07,2024-10-28
5babe54e-f03e-4be4-8bb9-7b7f2589225b,4a14222f-8b99-4cb4-8b82-e85d924ac7b9,2024-10-02 08:25:00,ship to home,Salas Ltd,a74ad5d3-22d1-4d92-8bae-3b96c88add71,2024-10-19,2024-10-25
8d76ff38-8ffb-48e0-bf74-ed684732cf3d,34b6baae-37e1-4eb3-83ec-1e138d32b2ff,2024-09-18 13:41:28,ups,Anderson-Guerra,02610329-5c3a-4767-b1c0-d572764334b7,2024-11-06,2024-10-24
8eaf8403-62cb-4c22-b96e-b07074e6989c,ec587374-232e-4e33-aaf7-7cdb4f5c005b,2024-09-23 12:29:25,in-store pickup,"Brown, Mcmillan and Miller",830a0879-9eb2-4121-9e73-9e373f16f35c,2024-10-29,2024-11-08
16f6ae42-5e69-4c33-8c2d-ab0665cf856f,bad9d6f4-69b4-4728-9911-64312dc264da,2024-09-25 17:11:22,ups,Wolfe-Mcfarland,b9115792-4a46-4b3a-9597-9dfdc48c3564,2024-10-17,2024-10-15
4ea996e3-aef4-4553-910b-480c1021b97c,bbe07599-7c72-46e6-983d-5c13a5cbb5cd,2024-09-17 03:49:32,fedex,Rojas-King,b7d1ca94-488d-4d82-a4c0-d4eba744ff76,2024-11-01,2024-10-10
e6334dc4-a692-4cf0-aea6-7ec28ce667e8,b4cd32cb-67cf-4077-b631-d95aa7cbd4c2,2024-10-05 15:40:16,fedex,Campbell-Turner,5206d36f-4786-40f7-bfd2-3594de7be554,2024-10-21,2024-10-16
5ade229f-1364-4d05-9003-6bd9dc1930c5,46bbce61-02ee-4866-8989-ee34d1c9770f,2024-09-20 12:08:22,ups,"Ramos, Henry and Williams",c7ff0cc3-31c3-4456-b6fb-246f2e070055,2024-11-04,2024-10-17
bf1c6f49-3b42-4d5a-a8b7-b647b8bd18ae,5fa00d83-3be9-45c5-9bab-e3fdd3571b40,2024-09-25 14:45:07,ship to home,Acosta and Sons,95d3b961-8459-4711-89b5-bb119526d934,2024-11-03,2024-10-16
178d8d0b-c8ef-45d9-a533-45b3b248a073,6f6e3903-8431-4a8a-bca8-cd279c3d3c0d,2024-09-18 06:35:27,ship to home,Bowen PLC,fdbae34c-b245-4e52-8d61-352bd743d4f3,2024-10-20,2024-11-03
88efcb53-2ce6-4d9f-aec4-b4c99f8ef0d0,9ab1fd9b-1221-4d94-a5ab-614a0e57d2b2,2024-09-20 02:15:20,in-store pickup,Baker-Lynch,e367729a-dd30-4fde-8a48-7eafe960465b,2024-11-05,2024-10-31
829701b6-2c57-4eef-95c8-2247a256e545,230ff0c0-bcba-4571-805b-44ad34cbb886,2024-09-14 15:57:57,ship to home,Mccullough PLC,ffdbb1f7-bedf-4b87-b67c-427918590ed7,2024-10-19,2024-10-29
791438bf-48a1-4214-8325-db4f18ecd83c,b4c8791e-356d-4783-8033-5f91db73f4da,2024-10-03 10:56:25,ups,Carter Group,bf87a303-9023-460a-bd0f-cb2b943b4873,2024-10-22,2024-10-29
f5a64b4b-f876-4e6c-aca3-3714bbcb0ce2,5650753c-af81-45b4-96b9-e9d6fb3bbdf8,2024-09-13 04:37:53,ship to home,"Bass, Farrell and Jennings",94e1aa08-516d-4448-9978-280f9ca43948,2024-10-24,2024-10-29
f482f007-7e12-4b86-bb13-33dbb6e38dbf,62ba01b9-1c02-4f13-9553-414d646209de,2024-09-20 20:59:52,ups,Haynes and Sons,f921d88a-88cd-4fef-a287-7c1385e56caa,2024-10-14,2024-10-12
628de79f-2b43-4b99-8604-0a35341c153d,9a86cd52-7ac7-4757-a4b2-50ff6e8f1dde,2024-10-04 03:33:45,ship to home,Kim Inc,d88b6bc5-b59e-4dde-b9bd-2f362ed2ff75,2024-10-22,2024-10-29
93f1e712-9f96-47b6-9981-2e64bade059c,8406eb44-d6b7-4326-9ab2-5cbb905d5b39,2024-10-03 06:09:47,fedex,"Lucas, Hartman and Wallace",023831c9-3a83-4600-bd4d-1aa43cc5e435,2024-10-19,2024-10-12
ace8d1ae-ff53-48ce-b002-2db2a4eb6867,9836371b-5fa3-496e-b5cf-941aef8df7bb,2024-09-27 06:37:12,usps,Cole LLC,4c8f74ae-e7e8-4a4e-b231-fd54236ebf1b,2024-11-07,2024-10-30
4a894760-3227-4b2c-8e4e-f9d56b31d0fc,38c80810-1707-4fd0-bcbd-0ab03f3fb665,2024-10-08 13:36:19,ship to home,"Wilson, Gilbert and Wright",c2ed8304-7b56-47b6-8c25-f5ff96867cc6,2024-10-31,2024-10-14
6cb5266f-f201-4373-97d1-0376222c258e,b0f42fd3-b55c-42d3-ba62-1640fc1dd5cf,2024-10-06 12:04:07,usps,"Berger, Davis and Vega",7f09e2a2-b3d7-4a9e-a05b-7ad908043e3c,2024-10-23,2024-10-27
2bce4625-2b03-4062-9f72-b89985f5a0b2,963bf0f0-796e-471c-92c6-79d63d4e5c21,2024-10-10 09:45:50,ups,Mcclure-Watson,4784b9e4-7c76-4742-a2f0-86c77e1a494e,2024-10-17,2024-10-19
8aba50c9-dfba-4b86-a029-d71be33136a2,38104bd6-8bf7-4135-8771-d27b43a551c3,2024-10-04 17:18:55,ship to home,Arellano PLC,0cd12526-5591-4c96-87f3-edaff989c8ed,2024-10-17,2024-10-14
45268f33-4e90-45a6-a862-e85ab477ee6a,064b523c-f6cc-47ac-bc29-2d6e6e824de6,2024-09-11 22:18:22,in-store pickup,"Smith, Hunt and Sanders",0422314d-551e-469b-9561-517dfd04948c,2024-11-07,2024-10-23
d2e5da58-6b2c-4233-a406-6ce9f47d52a9,6ebcc57a-8086-490d-9c33-edce325a8fc5,2024-09-27 15:52:36,fedex,Vasquez-Norton,47656863-8648-4462-a729-e8466b2a72f7,2024-11-02,2024-10-20
7841c825-de29-43f2-90b9-2b448a4e4b90,a84be764-6031-4697-bcff-f6611474fbfe,2024-10-08 03:35:40,ship to home,"Anderson, Lewis and Jennings",d8a7e468-4710-408c-8d4d-536b12115b77,2024-11-04,2024-10-25
cf633634-9d78-4d44-82b0-055aa7533ba1,4fca7a18-cd9a-4699-960a-3a4d82089811,2024-09-15 07:15:40,usps,Mitchell-Coleman,9c71180b-dfec-4f2d-aa66-9f3b99ec4b8c,2024-10-23,2024-11-07
d5fcb77b-3487-4e59-a071-8c2185d82a9e,941caf60-692b-4199-aee8-52d52c259474,2024-10-08 16:18:53,ups,"Church, Barr and Carpenter",8ef90586-4375-42d6-a238-2be4f8fcb15a,2024-11-03,2024-10-25
32d5d043-ab21-4c34-a6cb-7809b7a1cb16,e7930236-7b8f-48a6-af8f-b1730dc8595c,2024-09-17 17:30:06,ups,Sanders and Sons,9c2e9be8-fc93-4a37-9d11-95897a239ce2,2024-10-22,2024-10-27
43ea574b-798e-4c40-b90f-2aa32e69ab44,30f8e880-129d-4c04-b5bd-1cd861a6f292,2024-10-05 09:22:11,in-store pickup,Mendoza Group,a0055730-b452-42a5-9104-84844015ce13,2024-10-17,2024-10-23
759a9ca7-a802-4e5e-977c-48a89f71178d,6405a596-daf6-4e16-b6ff-e8051b78c795,2024-10-05 14:54:20,fedex,Brown Ltd,4f6902f5-a622-4b72-8f18-3241e5c16442,2024-10-22,2024-11-06
5b8c98a6-d84d-4ed8-8365-b20bfe052a04,80a24f5b-62a1-43cb-88d1-ca8504417451,2024-09-22 13:20:00,usps,Cooper and Sons,941ce702-0671-4dfa-935c-e9cd93736dd6,2024-11-07,2024-11-02
